# AVERTISSEMENT: Ce jeu de données est en cours de construction et d'amélioration.
# Il ne doit pas engager la responsabilité de l'ANSSI et est fourni à des fins de développement uniquement.
#
REF Guide,REF Question,Question type,Tags,REF Réponse,Réponse envisagée,Numéro page (lecteur),Localisation paragraphe,Réponse Bot,Note réponse (/10),Commentaire Note
GINT,GINT.Q.1,Qu'est-ce qu'une DMZ ? ,Usuelle,GINT.R.1,"En informatique, le concept militaire de zone démilitarisée (DMZ) est régulièrement réutilisé pour désigner un sous-réseau (concrètement, quelques équipements) séparant deux zones de confiance hétérogène notamment grâce à des pare-feux réalisant un filtrage périmétrique de part et d’autre.",10,Premier paragraphe,,,
GINT,GINT.Q.2,Qu'est-ce qu'une passerelle Internet sécurisée ? ,Usuelle,GINT.R.2,La passerelle Internet sécurisée inclut la DMZ d’interconnexion entre le SI interne de l’entité et Internet ainsi que les pare-feux périmétriques qui la protègent. ,12,Troisième paragraphe,,,
GINT,GINT.Q.3,"En cas d'accès à Internet pour essayer une application comme un utilisateur (et donc sans filtrage), quelles sont les recommandations ?",Complexe,GINT.R.3,Il est recommandé de réaliser cet accès depuis une infrastructure physique distincte de l'infrastructure de l'entité où la passerelle internet est incontournable.,12,Quatrième paragraphe,,,
GINT,GINT.Q.4,Qu'est-ce qu'une rupture protocolaire ? ,Usuelle,GINT.R.4,"Une rupture protocolaire consiste à casser en entrée et reconstruire en sortie la communication entre deux ressources (généralement un client et un serveur) au niveau d’une des couches du modèle OSI.
Les protocoles en entrée et en sortie peuvent être distincts suivant les contraintes techniques de l’environnement et les objectifs de sécurité.",15,Troisième paragraphe,,,
GINT,GINT.Q.5,Puis-je mutualiser le pare-feu interne et externe de ma passerelle internet ?,Usuelle,GINT.R.5,"Cela est déconseillé. En raison de la forte exposition des zones d’accès interne et externe, toute mutualisation des pare-feux interne et externe, même à l’aide d’instances virtuelles distinctes déployées sur un socle physique commun, doit être proscrite.",22,Quatrième paragraphe,,,
GINT,GINT.Q.6,Faut-il que les paquets refusés par mon pare-feu générent une réponse ? ,Usuelle,GINT.R.6,Cela est déconseillé. Il est recommandé que les connexions refusées par la politique d’un pare-feu externe ne génèrent pas de réponses (mode DROP et non REJECT).,31,Premier paragraphe,,,
GINT,GINT.Q.7,Pourquoi anonymiser certains champs techniques vis-à-vis d'internet ? ,Usuelle,GINT.R.7,"Cela permet d’éviter toute fuite d’information technique permettant à un attaquant de reconstituer tout
ou partie de l’infrastructure de l’entité.",31,Deuxième paragraphe,,,
GINT,GINT.Q.8,Qu'est-ce qu'un serveur mandataire ? ,Usuelle,GINT.R.8,"Un serveur mandataire est un serveur assurant le rôle de relais et de mise en oeuvre des fonctions de sécurité (authentification, contrôle d'accès, analyse de contenus, journalisation, etc.).",32,Premier paragraphe,,,
GINT,GINT.Q.9,Quels sont les composants d'un système de messagerie électronique ?,Usuelle,GINT.R.9,"De façon simplifiée, on distingue dans les systèmes de messagerie électronique :
- les clients de messagerie (Mail User Agent) qui permettent de produire et consulter des courriels ;
- les serveurs de boîtes aux lettres (mailboxes) qui stockent des courriels ;
- les serveurs de transfert de courriels (Mail Transfer Agent) dits aussi serveurs relais, ou serveurs SMTP (Server Mail Transfer Protocol) – du nom du protocole qu’ils utilisent majoritairement pour la transmission des courriels à travers les réseaux. Le premier serveur relais, qui accepte les courriels des clients de messagerie, est appelé (Mail Submission Agent) et le dernier serveur relais, qui délivre les courriels dans les boîtes aux lettres, est appelé (Mail Delivery Agent).",41,Deuxième paragraphe,,,
GINT,GINT.Q.10,Comment cloisonner les serveurs SMTP ?,Usuelle,GINT.R.10,"Il est recommandé de cloisonner les serveurs SMTP d’envoi et de réception (ex. : deux machines virtuelles distinctes) au sein de la passerelle Internet sécurisée. Ils doivent être configurés en conséquence ; par exemple :
- un serveur SMTP d’envoi n’accepte les courriels que depuis une liste de serveurs autorisés (serveurs relais internes ou serveurs de boîtes aux lettres) et assure des fonctions de nettoyage des en-têtes ;
- un serveur SMTP de réception applique les premières politiques de sécurité, assure des fonctions d’analyse protocolaire et de contenu, qualifie les courriels nécessitant une mise en quarantaine, transmet in fine les courriers à un autre serveur relais de l’entité ou à un serveur de boîtes aux lettres.",42,Cinquième paragraphe,,,
GINT,GINT.Q.11,Quels exemples existent de mécanismes antispam que je peux mettre en place ?,Usuelle,GINT.R.11,"Afin de limiter la réception des courriels indésirables dans les boîtes aux lettres, des mécanismes antispam doivent être mis en œuvre en amont, par exemple :
- l’utilisation de listes d’autorisations, d’interdictions ou d’interdictions provisoires d’adresses IP ou de noms de domaine ;
- l’analyse heuristique du corps des courriels ;
- le test de Turing pour les nouveaux expéditeurs.",44,Deuxième paragraphe,,,
GINT,GINT.Q.12,Comment me protéger du contenu malveillant envoyé par mail ?,Usuelle,GINT.R.12,"Des mécanismes de détection de contenu malveillant spécifiques à la messagerie électronique doivent être mis en œuvre, comme l’analyse antivirus des pièces jointes ou l’analyse des liens Web présents dans le corps des courriels.",44,Cinquième paragraphe,,,
GINT,GINT.Q.13,Quels protocoles utiliser pour le transport entre client de messagerie et serveurs de boîtes aux lettres ?,Usuelle,GINT.R.13,"Quel que soit le protocole utilisé, les flux de messagerie entre les clients de messagerie et les serveurs de boîtes aux lettres doivent être chiffrés et authentifiés. Cette authentification des flux est complémentaire à l’authentification applicative des utilisateurs. Ainsi, l’utilisation des protocoles sécurisés de messagerie, désormais standards (ex. : SMTPS, POPS, IMAPS ou HTTPS) est recommandée.",46,Troisième paragraphe,,,
GINT,GINT.Q.14,Qu'est-ce que le protocole DMARC ? ,Usuelle,GINT.R.14,"Le protocole DMARC permet à une entité de définir une politique de traitement de ses courriels envoyés en fonction des résultats de conformité SPF et DKIM.
Le protocole Sender Policy Framework (SPF) permet de spécifier les adresses IP des serveurs autorisés à émettre les courriels d’un domaine et le protocole DomainKeys Identified Mail (DKIM) permet l’authentification du domaine de messagerie d’un courriel à l’aide d’une signature cryptographique.",47,Cinquième paragraphe,,,
GSAU,GSAU.Q.1,Quels critères prendre en compte lors de la conception de la stratégie de sauvegarde ?,Usuelle,GSAU.R.1,"Une stratégie de sauvegarde doit notamment tenir compte de la perte de données maximale admissible (PDMA) et de la durée maximale d’interruption admissible (DMIA) définies pour l’ensemble des valeurs métier du SI de l’entité (applications, données) ",6,Premier paragraphe,,,
GSAU,GSAU.Q.2,Que dois-je faire en cas de PDMA de moins de 24h ? ,Complexe,GSAU.R.2,"En cas de perte de données maximale admissible, il est recommandé de privilégier d'autres solutions que les sauvegardes telle que la réplication (synchrone ou asynchrone).",6,Deuxième paragraphe,,,
GSAU,GSAU.Q.3,Quels sont les composants essentiels d'une infrastructure de sauvegarde ?,Complexe,GSAU.R.3,"Les composants essentiels d'une infrastructure de sauvegarde sont :
- le catalogue/index qui permet de savoir ce qui est sauvegardé;
- l’agent logiciel de sauvegarde présent sur les serveurs sauvegardés;
- le serveur de sauvegarde qui traite le flux de sauvegarde avant envoi sur un support;
- le support de sauvegarde : disques, bandes magnétiques, disque externe USB, etc.",6,Troisième paragraphe,,,
GSAU,GSAU.Q.4,Est-ce que les serveurs hébergeant l'infrastructure de sauvegarde doit faire partie du système d'authentification de production ?,Usuelle,GSAU.R.4,"Non, les serveurs hébergeant l’infrastructure de sauvegarde ne doivent pas faire partie d’un
système d’authentification  de production mais d'un système  indépendant (comptes locaux, annuaire dédié à l’administration).",7,Cinquième paragraphe,,,
GSAU,GSAU.Q.5,"Qu'est-ce que la règle ""5-4-2"" pour les sauvegardes ? ",Complexe,GSAU.R.5,"La règle ""5-4-2"" ne semble pas exister. Cependant, l'ANSSI recommande la règle ""3-2-1"" : 3 copies de la sauvegarde sur 2 supports différents dont 1 hors ligne.",8,Premier paragraphe,,,
GSAU,GSAU.Q.6,Que doit inclure le contrôle des sauvegardes par les opérateurs de sauvegarde ? ,Usuelle,GSAU.R.6,"Ce contrôle doit inclure une liste de vérifications permettant de détecter un comportement inhabituel : volume de données ou de fichiers incohérent, lenteurs réseaux, modifications de la configuration des politiques de sauvegarde, etc.",8,Onzième paragraphe,,,
GSAU,GSAU.Q.7,Faut-il sauvegarder l'infrastructure de sauvegarde ? ,Usuelle,GSAU.R.7,"Oui, la sauvegarde de l’infrastructure de sauvegarde doit être prise en compte. Elle doit contenir au moins : les binaires pour installer une infrastructure minimaliste (systèmes d’exploitation, logiciels et leurs correctifs), les procédures d’import des sauvegardes, le catalogue de sauvegarde, la liste du matériel pour un déploiement sur un site de secours et, si les données sont chiffrées par le logiciel de sauvegarde, les procédures d’import des clés de chiffrement.",9,Troisième paragraphe,,,
GSAU,GSAU.Q.8,A quel point dois-je protéger mes sauvegardes ?,Usuelle,GSAU.R.8,"Le niveau de robustesse de la protection des sauvegardes (chiffrement, etc.) doit être aligné avec le niveau de protection de ces mêmes données dans le SI de production",9,Sixième paragraphe,,,
GESS,GESS.Q.1,Qu'est-ce qu'un scénario d'attaque ?,Usuelle,GESS.R.1,C'est la description d’un contexte puis de vulnérabilités et de techniques grâce auxquelles un attaquant compromet un système d’information. ,10,Quatrième paragraphe,,,
GESS,GESS.Q.2,Qu'est-ce que la directive NIS ?,Usuelle,GESS.R.2,"La directive NIS est une directive adoptée par l’Union européenne. À la différence d’un règlement communautaire qui s’applique directement et uniformément dans l’Union, une directive donne des objectifs à atteindre par les États membres, avec un délai de transposition. La directive NIS a donc été complétée par plusieurs textes européens et nationaux. Chaque texte national précise les secteurs et types d’opérateurs auxquels la directive s’applique dans l’État membre, ainsi que les règles de sécurité à mettre en œuvre.",11,Premier paragraphe,,,
GESS,GESS.Q.3,A quel arrêté doivent se mettre en conformité les SIE des OSE ?,Usuelle,GESS.R.3,Les opérateurs de services essentiels (OSE) ont une obligation réglementaire de mettre leurs systèmes d’information essentiels (SIE) en conformité avec les règles de sécurité énoncées dans l’arrêté du 14 septembre 2018.,14,Deuxième paragraphe,,,
GESS,GESS.Q.4,Quelle est la règle 3 de l'arrêté du 14 septembre 2018 ?,Usuelle,GESS.R.4,La règle 3 « homologation de sécurité » de l’arrêté du 14 septembre 2018 décrit la procédure qu’un OSE doit suivre pour attester « que les risques pesant sur la sécurité de ce système ont été identifiés et que les mesures nécessaires pour le protéger sont mises en œuvre. Elle atteste également que les éventuels risques résiduels ont été identifiés et acceptés par l’opérateur ».,15,Huitième paragraphe,,,
GESS,GESS.Q.5,Qui est responsable de l'efficacité des mesures de sécurité mises en oeuvre pour protéger les SIE ?,Usuelle,GESS.R.5,L'opérateur ou le prestataire mandaté est responsable de l'efficacité des mesures de sécurité mises en oeuvre.,16,,,,
GESS,GESS.Q.6,Que doit inclure le hardening ?,Usuelle,GESS.R.6,"Le durcissement doit inclure :
- la limitation et une configuration adaptée des fonctions présentes sur le SIE;
- la maîtrise des éléments matériels du SIE;
- la gestion des supports amovibles, vecteurs d’ingestion de données vers le SIE.",18,Troisième paragraphe,,,
GESS,GESS.Q.7,Qu'est ce qu'un vecteur d'attaque ? ,Usuelle,GESS.R.7,"Les vecteurs d’attaque sont les aspects d’un système qui peuvent être utilisés ou détournés pour réaliser une attaque sur ce système. Dans le contexte d’un système d’information, les vecteurs d’attaque peuvent être des éléments techniques, mais aussi humains ou organisationnels. Les vecteurs d’attaque techniques composent donc la surface d’attaque d’un SI.",18,Cinquième paragraphe,,,
GESS,GESS.Q.8,Qu'est-ce qu'un outil de scan du réseau ?,Usuelle,GESS.R.8,"Les outils de découverte (scan) du réseau permettent d’obtenir la liste des systèmes et les services exécutés sur chacun de ces systèmes. Un attaquant obtient ainsi la liste des services présents dans un SI, qu’ils soient utilisés ou non",19,Quatrième paragraphe,,,
GESS,GESS.Q.9,Quels sont les éléments de configuration par défaut à modifier ?,Usuelle,GESS.R.9,"Lors de l’installation ou de la réinstallation des services et équipements, il est fortement recommandé de modifier les éléments de configuration fixés par défaut dès lors qu’ils sont exploitables par un attaquant.
En particulier, il est recommandé de modifier les éléments secrets d’authentification pour les comptes techniques ou les comptes d’administration.",20,Premier paragraphe,,,
GESS,GESS.Q.10,Que faire si je ne peux pas désinstaller un service non indispensable ?,Usuelle,GESS.R.10,"Lorsqu’il n’est pas possible de désinstaller les services et fonctionnalités qui ne sont pas utilisés, il est recommandé de désactiver ces services et fonctionnalités ou empêcher leur accès.",21,Septième paragraphe,,,
GESS,GESS.Q.11,Qu'est-ce qu'un SI maîtrisé ?,Usuelle,GESS.R.11,"SI dont les éléments constitutifs sont connus, configurés et maintenus par l’entité ou par un de ses prestataires, et permettent de garantir le niveau de sécurité du SI.",22,Sixième paragraphe,,,
GESS,GESS.Q.12,Que peuvent intégrer une station blanche ?,Usuelle,GESS.R.12,"Une station blanche peut intégrer par exemple :
- analyse antivirale à partir d’une base de connaissance ;
- analyse comportementale par ouverture du document ou du code exécutable à analyser dans un environnement dédié ou bac à sable ;
- transformation des documents, depuis un format de bureautique (texte, tableau, etc.) vers un format image, afin d’éviter qu’un éventuel code intégré puisse être exécuté (statification) ;
- limitation des formats de fichier autorisés et validation de la structure des fichiers par rapport à des formats de référence ;
- protection des équipements contre les attaques en surcharge électrique (dites USB killer) ;
- protection des équipements contre les attaques par usurpation USB (dites Bad USB).",26,Sixième paragraphe,,,
GESS,GESS.Q.13,Qu'est-ce que le cloisonnement ?,Usuelle,GESS.R.13,Fonction de sécurité assurant une séparation entre les éléments d’un SI sans impact sur le service rendu. Elle se met en œuvre techniquement par une segmentation du système en sous-systèmes. Cette démarche restreint chaque partie du SI aux actions dont elle a besoin.,29,Deuxième paragraphe,,,
GESS,GESS.Q.14,Donne moi un exemple de scénario d'attaque lié à une vulnérabilité sur un hyperviseur avec un SIE et un SI exposé?,Complexe,GESS.R.14,"Un opérateur possède un site Web institutionnel et un SIE, non exposé sur Internet.
Ces deux SI partagent la même infrastructure serveur virtualisée. L’opérateur ne considère pas son site Web comme critique et y applique rarement les mises à jour de sécurité, alors que ce système est très exposé.
Un attaquant prend facilement le contrôle du site Web. Il peut ensuite utiliser une vulnérabilité de l’hyperviseur, commun au site Web et au SIE, pour compromettre le SIE.",29,Quatrième paragraphe,,,
GESS,GESS.Q.15,Selon quels critères dois-je autoriser la communication entre le SIE et d'autres SI ? ,Usuelle,GESS.R.15,"L’opérateur doit s’assurer que toute communication entre le SIE et d’autres SI, et entre différents sous-systèmes issus de la segmentation du SIE, est associée à un besoin de fonctionnement légitime.",31,Septième paragraphe,,,
GESS,GESS.Q.16,Que choisir : un cloisonnement physique ou un cloisonnement logique ?,Complexe,GESS.R.16,"Le cloisonnement physique ne met en œuvre aucun mécanisme logique. En conséquence, toute erreur de configuration ou toute exploitation de vulnérabilités qui aurait pour effet de propager une compromission à un autre sous-système est impossible. C’est le type de cloisonnement le plus sûr.",32,Troisième paragraphe,,,
GESS,GESS.Q.17,"Lors de la mise en place d'un cloisonnement logique par le chiffre, quelles sont les recommandations sur le moment où réaliser le chiffrement et sur les secrets utilisés ?",Usuelle,GESS.R.17,"Pour que le cloisonnement par le chiffre d’un système de stockage soit efficace, il est fortement recommandé que le chiffrement soit appliqué en amont du système de stockage, par les systèmes propriétaires des données, et non pas par le système de stockage lui-même au moment de l’écriture sur les disques. De plus, les secrets associés au chiffrement doivent être différents pour chaque sous système.",35,Cinquième paragraphe,,,
GESS,GESS.Q.18,Comment cloisonner mon SIE s'il est accessible au réseau public ?,Usuelle,GESS.R.18,"Si le SIE est accessible depuis un réseau public, l’opérateur doit segmenter le SIE en au moins deux sous-systèmes :
- un premier sous-système correspondant à la partie du SIE directement accessible depuis le réseau public. Ce sous-système joue un rôle de passerelle ;
- au moins un deuxième sous-système correspondant à la partie interne du SIE, non directement accessible depuis le réseau public mais uniquement à travers la passerelle.",36,Septième paragraphe,,,
GESS,GESS.Q.19,Que doit formaliser un opérateur au sujet des accès à distance au SIE dans le dossier d'homologation de ce dernier ?,Usuelle,GESS.R.19,L’opérateur doit décrire les mesures mises en œuvre pour protéger les accès à distance au SIE dans le dossier d’homologation du SIE.,38,Cinquième paragraphe,,,
GESS,GESS.Q.20,Comment généralement met-on en place le filtrage local ?,Usuelle,GESS.R.20,Il est en général mis en œuvre par des pare-feux logiciels intégrés aux équipements.,45,Cinquième paragraphe,,,
GESS,GESS.Q.21,Depuis quoi puis-je créer les règles de filtrage qui seront implémentées dans les firewall ?,Usuelle,GESS.R.21,"Pour créer la liste des règles techniques de filtrage, il faut la décliner des besoins de filtrage établis.",48,Deuxième paragraphe,,,
GESS,GESS.Q.22,Les comptes d'administration peuvent-ils être dédiés ?,Usuelle,GESS.R.22,"Oui, c'est même recommandé.
L’administrateur doit disposer d’un ou plusieurs comptes d’administration dédiés, distincts de son compte utilisateur, pour effectuer des actions d’administration. Les comptes d’administration doivent être utilisés exclusivement pour des actions d’administration. En particulier, aucun compte d’administration ne doit être utilisé pour des actions bureautiques ou l’ouverture de sessions de travail sur des postes autres que ceux réservés aux actions d’administration.",54,Troisième paragraphe,,,
GESS,GESS.Q.23,Comment protéger l'annuaire des comptes d'administration ?,Usuelle,GESS.R.23,"Il est fortement recommandé que le ou les annuaires contenant les comptes d’administration soient protégés en confidentialité et en intégrité et ne soient pas exposés sur des environnements de moindre confiance (ex. : SI bureautique).
Il est recommandé de déployer un annuaire dédié au SI d’administration en tant qu’infrastructure d’administration. Celui-ci gère les comptes d’administration et le contrôle d’accès aux ressources administrées.",56,Septième paragraphe,,,
GESS,GESS.Q.24,"Pour deux zone de confiance hétérogènes, puis-je utiliser le même serveur outils ?",Complexe,GESS.R.24,"Non, il est recommandé de respecter le cloisonnement, physique ou logique, entre zones de confiance jusque dans la zone des serveurs outils.",68,Deuxième paragraphe,,,
GESS,GESS.Q.25,Est-ce que la désactivation des comptes qui ne sont plus nécessaires est aussi une mesure s'appliquant aux comptes inutilisés ?,Complexe,GESS.R.25,"Oui, cette recommandation s’applique également aux comptes inutilisés depuis un certain temps.",72,Cinquième paragraphe,,,
GESS,GESS.Q.26,Qu'est-ce qu'attribuer les droits d'accès en suivant le principe du moindre privilège ?,Usuelle,GESS.R.26,Cela veut dire n’attribuer à un utilisateur ou à un processus automatique que les droits strictement nécessaires à l’exécution des actions dont l’utilité est avérée.,78,Quatrième paragraphe,,,
GESS,GESS.Q.27,Quelle est la périodicité minimum recommandée par l'ANSSI sur la revue des droits d'accès ?,Usuelle,GESS.R.27,Au moins tous les ans.,79,Septième paragraphe,,,
GHOM,GHOM.Q.1,Qu'est-ce qu'une homologation ?,Usuelle,GHOM.R.1,"Les systèmes d’information sont devenus incontournables dans le fonctionnement des entités publiques et privées. Leurs utilisations détournées peuvent entraîner des risques pouvant avoir des impacts humains, financiers, juridiques ou réputationnels catastrophiques.
La prise en compte et l’acceptation formelle de ces risques par une autorité est appelée « homologation de sécurité » et est réglementaire dans un grand nombre de cas.",4,Premier à troisième paragraphes,,,
GHOM,GHOM.Q.2,Qu'est-ce qu'une autorité d'homologation ?,Usuelle,GHOM.R.2,"L'autorité d'homologation est l'autorité responsable identifiant, traitant et acceptant les risques.",47,Premier paragraphe,,,
GHOM,GHOM.Q.3,Est-ce qu'un pentest peut être remplacé par du bug-bounty ?,Complexe,GHOM.R.3,Les bug bounty ne replacent pas les pentests mais peut être complémentaire selon la nature du système d'information.,50,Premier paragraphe,,,
GHOM,GHOM.Q.4,Quel est le rôle du CSN ?,Usuelle,GHOM.R.4,Les conseillers à la sécurité numériques CSN sont membres de la troisième ligne de maîtrise. Ils ont donc pour responsabilité de contrôler que les systèmes d’information sont suffisamment sécurisés pour être employés. ,"19
20","19 - Septième paragraphe
20 - Premier paragraphe",,,
GHOM,GHOM.Q.5,Quelles sont les 8 lignes de défense ?,Complexe,GHOM.R.5,"Il n'existe que 3 lignes de défense :
- La première ligne de maîtrise est composée des équipes opérationnelles. Elle est responsable de mettre en œuvre et de maintenir les mesures issues des politiques de sécurité, des réglementations et du plan d’action;
- La seconde ligne de maîtrise a un rôle de support. Elle regroupe les spécialistes des risques et apporte à la première ligne le soutien nécessaire à l’amélioration de la sécurité du système d’information;
- Enfin la troisième ligne de maîtrise doit contrôler que les systèmes d’information sont suffisamment sécurisés pour être employés. Elle doit, en étroite relation avec les autres lignes de maîtrise, collecter les informations permettant une homologation, les évaluer et proposer un avis d’homologation à son autorité. Elle organise la commission d’homologation. Il est à noter que la troisième ligne de maîtrise peut être portée par la direction des risques de l’organisation.",19,"Premier, troisième et septième paragraphe",,,
GHOM,GHOM.Q.6,Quelle durée maximum pour une homologation ?,Complexe,GHOM.R.6,"La durée maximum pour une homologation est de :
- trois ans au maximum pour un grand nombre de systèmes d’information règlementés (voir tableau en page 32) ;
- trois ans au maximum pour les systèmes d’information soumis à l’IGI1300 et traitant d’informations classées SECRET ;
- deux ans au maximum pour les systèmes d’information soumis à l’IGI1300 et traitant d’informations classées TRES SECRET ;
- si aucune exigence réglementaire n’impose de durée maximum d’emploi, l’ANSSI recommande fortement de ne pas dépasser trois ans.",30,Quatrième paragraphe,,,
GHOM,GHOM.Q.7,Quelle document n'est pas à formaliser pour une homologation simplifiée ?,Complexe,GHOM.R.7,"Pour une homologation simplifiée, les documents non nécessaires à l'homologation sont :
- Dossier d’architecture technique;
- Procédures d’exploitation;
- Plan de maintien en condition opérationnelle;
- Plan de maintien en condition de sécurité;
- Plan de résilience;
- Audits.",67,Premier paragraphe (tableau),,,
GHOM,GHOM.Q.8,La méthode EBIOS RM est-elle obligatoire pour les homologations ?,Complexe,GHOM.R.8,"Lorsque l’ANSSI est autorité d’homologation, l’utilisation de la méthode EBIOS RM est obligatoire. Dans tous les autres cas, elle est fortement recommandée.",47,Note de bas de page : 52,,,
GHOM,GHOM.Q.9,Une commission formelle est-elle obligatoire dans tous les cas d'homologation ?,Complexe,GHOM.R.9,Seul pour le niveau d'homologation renforcé une commission en réunion est obligatoire.,73,Quatrième paragraphe (tableau),,,
GHOM,GHOM.Q.10,Qui doit être autorité d'homologation ?,Complexe,GHOM.R.10,"Par délégation du SGDSN, l’autorité d’homologation est l’ANSSI pour les systèmes d’information soumis aux réglementations suivantes :
- l’Instruction Générale Interministérielle 1300 (IGI1300) pour les interconnexions entre systèmes d’information classifiés de même niveau dont l’un n’est pas sous maîtrise nationale ;
- l’Instruction Générale Interministérielle 2102 (IGI2102) pour les systèmes d’information traitant d’informations classifiées de l’Union Européenne ;
- l’Instruction Interministérielle 2100 (II2100) traitant d’informations classifiées de l’OTAN ;

Pour toutes les autres réglementations, aucune exigence sur l’identité de l’autorité n’est spécifiée.",30,Troisième paragraphe,,,
GHOM,GHOM.Q.11,Qui doit réaliser l'analyse de risque dans le cadre de l'homologation ?,Complexe,GHOM.R.11,Cela n'est pas spécifié dans les guides ANSSI.,//,//,,,
GHOM,GHOM.Q.12,Que veut dire refuser une homologation ?,Usuelle,GHOM.R.12,Refuser une homologation veut dire refuser l’autorisation d’employer un système d’information au regard des risques auxquels il est exposé. ,85,Quatrième paragraphe,,,
GHOM,GHOM.Q.13,Quelle est le rôle du FSSI au sein d'une homologation ?,Complexe,GHOM.R.13,Cela n'est pas spécifié dans les guides ANSSI.,//,//,,,
GHOM,GHOM.Q.14,Qui doit être réuni dans une commission d'homologation ?,Usuelle,GHOM.R.14,"La démarche d’homologation doit être menée par un comité animé par un responsable (généralement le RSSI ou CSN) et regroupant les personnes disponibles et engagées en lien avec le système d’information (responsables métiers, experts techniques…). Le comité doit permettre une vérification sur les risques identifiés liés à l’utilisation du système d’information et émettre un avis à l’attention de l’autorité.",78,Premier paragraphe,,,
GHOM,GHOM.Q.15,Dans quel cas l'ANSSI est-elle autorité d'homologation ?,Usuelle,GHOM.R.15,"Par délégation du SGDSN, l’autorité d’homologation est l’ANSSI pour les systèmes d’information soumis aux réglementations suivantes :
- l’Instruction Générale Interministérielle 1300 (IGI1300) pour les interconnexions entre systèmes d’information classifiés de même niveau dont l’un n’est pas sous maîtrise nationale ;
- l’Instruction Générale Interministérielle 2102 (IGI2102) pour les systèmes d’information traitant d’informations classifiées de l’Union Européenne ;
- l’Instruction Interministérielle 2100 (II2100) traitant d’informations classifiées de l’OTAN ;

Pour toutes les autres réglementations, aucune exigence sur l’identité de l’autorité n’est spécifiée.",30,Troisième paragraphe,,,
GHOM,GHOM.Q.16,Que dois à minima détailler le plan de résilience dans un dossier d'homologation ?,Usuelle,GHOM.R.16,"Sans être exhaustif, le document de résilience doit au minima détailler les points suivants :
- la durée maximale d’interruption49 du système d’information avant que des effets soient irréversibles pour l’organisation ;
-  le délai nécessaire pour la remise en route50 du système d’information après incident. Il s’agit d’un objectif ;
-  les procédures de gestion de crise ;
-  les procédures de gestion du plan de continuité et de reprise d’activité. ",45,Sixième paragraphe,,,
GWEB,GWEB.Q.1,Que peut entraîner l'absence de HTTPS sur un site ?,Usuelle,GWEB.R.1,"La mise en place de HTTPS sur un site ou une application web est une garantie de sécurité qui repose sur TLS pour assurer la confidentialité et l’intégrité des informations échangées, ainsi que l’authenticité du serveur contacté.
L’absence de cette garantie peut entraîner de nombreux abus sans pour autant que l’intention soit malveillante. En exemple, certains hotspots Wi-Fi publics insèrent, à l’insu de l’utilisateur, du contenu publicitaire ou des informations annexes dans les pages provenant de sites en HTTP (ex. : horaires de vols dans les aéroports, menus de restaurants, etc.). Il n’en reste pas moins que ce type de pratiques peut être mal perçu par l’utilisateur. Par ailleurs, de nombreux acteurs du Web encouragent fortement l’utilisation de HTTPS : meilleur référencement par les moteurs de recherche, affichage de mises en garde lors de la visite de sites en clair.",16,Premier et deuxième paragraphes,,,
GWEB,GWEB.Q.2,Quelle fonction dédiée à la transformation de chaîne de caractères en code JS doit être proscrit ?,Usuelle,GWEB.R.2,Il s'agit de la fonction eval().,25,Quatrième paragraphe,,,
GWEB,GWEB.Q.3,Pourquoi mettre en oeuvre CSP ?,Usuelle,GWEB.R.3,Il est recommandé de mettre en œuvre CSP afin de présenter aux navigateurs une liste des sites reconnus comme présentant des ressources fiables et ainsi contribuer au principe de moindre privilège en réduisant le risque potentiel de vulnérabilité XSS.,29,Deuxième paragraphe,,,
GWEB,GWEB.Q.4,Comment réduire l'impact des requêtes silencieuses ?,Usuelle,GWEB.R.4,Il est recommandé de définir une CSP limitant les Origins atteignables par le navigateur dans le but de bloquer l’émission de requêtes silencieuses difficiles à maîtriser à cause de la nature de la spécification HTML.,35,Cinquième paragraphe,,,
GWEB,GWEB.Q.5,Faut-il stocker des informations sensibles dans les bases de données localStorage ?,Complexe,GWEB.R.5,"Les bases de données (dites hors ligne) localStorage et sessionStorage ne doivent être utilisées que pour le stockage de données non sensibles et pour lesquelles la perte ou la divulgation sera sans conséquence, telles que les préférences utilisateur.",39,Sixième parapgrahe,,,
GWEB,GWEB.Q.6,L'API Web SQL Database est-elle utilisable ?,Usuelle,GWEB.R.6,"Non, il est recommandé d'interdire l’usage de l’API Web SQL Database, désormais obsolète.",42,Huitième paragraphe,,,
GWEB,GWEB.Q.7,"Si mon site n'est accessible qu'en HTTPS, comment dois-je limiter le transit des cookies ?",Usuelle,GWEB.R.7,"Dès lors que des cookies sont nécessaires et que le site ou l’application n’est accessible qu’en HTTPS, le flag Secure doit être utilisé.",46,Premier paragraphe,,,
